Segment,Country,Product, Discount Band ,Units Sold,Manufacturing Price,Sale Price,XXXGross Sales,Discounts,XXXSales,COGS,XXXProfit,Date,Month Number,Month,Year,Sales,Profit,Gross Sales
Small Business,France, Velo , High ,853, $120.00 , $300.00 ," $2,55,900.00 "," $25,590.00 "," $2,30,310.00 "," $2,13,250.00 "," $17,060.00 ",01-12-2014,12, December ,2014,$10476,$4476,$12476
Enterprise,Mexico, VTT , High ,341, $250.00 , $125.00 ," $42,625.00 "," $4,262.50 "," $38,362.50 "," $40,920.00 "," $(2,557.50)",01-05-2014,5, May ,2014,$10477,$4477,$12477
Midmarket,Mexico, VTT , High ,641, $250.00 , $15.00 ," $9,615.00 ", $961.50 ," $8,653.50 "," $6,410.00 "," $2,243.50 ",01-07-2014,7, July ,2014,$10478,$4478,$12478
Government,United States of America, VTT , High ,2807, $250.00 , $350.00 ," $9,82,450.00 "," $98,245.00 "," $8,84,205.00 "," $7,29,820.00 "," $1,54,385.00 ",01-08-2014,8, August ,2014,$10479,$4479,$12479
Small Business,Mexico, VTT , High ,432, $250.00 , $300.00 ," $1,29,600.00 "," $12,960.00 "," $1,16,640.00 "," $1,08,000.00 "," $8,640.00 ",01-09-2014,9, September ,2014,$10480,$4480,$12480
Small Business,United States of America, VTT , High ,2294, $250.00 , $300.00 ," $6,88,200.00 "," $68,820.00 "," $6,19,380.00 "," $5,73,500.00 "," $45,880.00 ",01-10-2013,10, October ,2013,$10481,$4481,$12481
Midmarket,France, VTT , High ,2167, $250.00 , $15.00 ," $32,505.00 "," $3,250.50 "," $29,254.50 "," $21,670.00 "," $7,584.50 ",01-10-2013,10, October ,2013,$10482,$4482,$12482
Enterprise,Canada, VTT , High ,2529, $250.00 , $125.00 ," $3,16,125.00 "," $31,612.50 "," $2,84,512.50 "," $3,03,480.00 "," $(18,967.50)",01-11-2014,11, November ,2014,$10483,$4483,$12483
Government,Germany, VTT , High ,1870, $250.00 , $350.00 ," $6,54,500.00 "," $65,450.00 "," $5,89,050.00 "," $4,86,200.00 "," $1,02,850.00 ",01-12-2013,12, December ,2013,$10484,$4484,$12484
Enterprise,United States of America, Amarilla , High ,579, $260.00 , $125.00 ," $72,375.00 "," $7,237.50 "," $65,137.50 "," $69,480.00 "," $(4,342.50)",01-01-2014,1, January ,2014,$10485,$4485,$12485
Government,Canada, Amarilla , High ,2240, $260.00 , $350.00 ," $7,84,000.00 "," $78,400.00 "," $7,05,600.00 "," $5,82,400.00 "," $1,23,200.00 ",01-02-2014,2, February ,2014,$10486,$4486,$12486
Small Business,United States of America, Amarilla , High ,2993, $260.00 , $300.00 ," $8,97,900.00 "," $89,790.00 "," $8,08,110.00 "," $7,48,250.00 "," $59,860.00 ",01-03-2014,3, March ,2014,$10487,$4487,$12487
Channel Partners,Canada, Amarilla , High ,3520.5, $260.00 , $12.00 ," $42,246.00 "," $4,224.60 "," $38,021.40 "," $10,561.50 "," $27,459.90 ",01-04-2014,4, April ,2014,$10488,$4488,$12488
Government,Mexico, Amarilla , High ,2039, $260.00 , $20.00 ," $40,780.00 "," $4,078.00 "," $36,702.00 "," $20,390.00 "," $16,312.00 ",01-05-2014,5, May ,2014,$10489,$4489,$12489
Channel Partners,Germany, Amarilla , High ,2574, $260.00 , $12.00 ," $30,888.00 "," $3,088.80 "," $27,799.20 "," $7,722.00 "," $20,077.20 ",01-08-2014,8, August ,2014,$10490,$4490,$12490
Government,Canada, Amarilla , High ,707, $260.00 , $350.00 ," $2,47,450.00 "," $24,745.00 "," $2,22,705.00 "," $1,83,820.00 "," $38,885.00 ",01-09-2014,9, September ,2014,$10491,$4491,$12491
Midmarket,France, Amarilla , High ,2072, $260.00 , $15.00 ," $31,080.00 "," $3,108.00 "," $27,972.00 "," $20,720.00 "," $7,252.00 ",01-12-2014,12, December ,2014,$10492,$4492,$12492
Small Business,France, Amarilla , High ,853, $260.00 , $300.00 ," $2,55,900.00 "," $25,590.00 "," $2,30,310.00 "," $2,13,250.00 "," $17,060.00 ",01-12-2014,12, December ,2014,$10493,$4493,$12493
Channel Partners,France, Carretera , High ,1198, $3.00 , $12.00 ," $14,376.00 "," $1,581.36 "," $12,794.64 "," $3,594.00 "," $9,200.64 ",01-10-2013,10, October ,2013,$10494,$4494,$12494
Government,France, Paseo , High ,2532, $10.00 , $7.00 ," $17,724.00 "," $1,949.64 "," $15,774.36 "," $12,660.00 "," $3,114.36 ",01-04-2014,4, April ,2014,$10495,$4495,$12495
Channel Partners,France, Paseo , High ,1198, $10.00 , $12.00 ," $14,376.00 "," $1,581.36 "," $12,794.64 "," $3,594.00 "," $9,200.64 ",01-10-2013,10, October ,2013,$10496,$4496,$12496
Midmarket,Canada, Velo , High ,384, $120.00 , $15.00 ," $5,760.00 ", $633.60 ," $5,126.40 "," $3,840.00 "," $1,286.40 ",01-01-2014,1, January ,2014,$10497,$4497,$12497
Channel Partners,Germany, Velo , High ,472, $120.00 , $12.00 ," $5,664.00 ", $623.04 ," $5,040.96 "," $1,416.00 "," $3,624.96 ",01-10-2014,10, October ,2014,$10498,$4498,$12498
Government,United States of America, VTT , High ,1579, $250.00 , $7.00 ," $11,053.00 "," $1,215.83 "," $9,837.17 "," $7,895.00 "," $1,942.17 ",01-03-2014,3, March ,2014,$10499,$4499,$12499
Channel Partners,Mexico, VTT , High ,1005, $250.00 , $12.00 ," $12,060.00 "," $1,326.60 "," $10,733.40 "," $3,015.00 "," $7,718.40 ",01-09-2013,9, September ,2013,$10500,$4500,$12500
Midmarket,United States of America, Amarilla , High ,3199.5, $260.00 , $15.00 ," $47,992.50 "," $5,279.18 "," $42,713.33 "," $31,995.00 "," $10,718.33 ",01-07-2014,7, July ,2014,$10501,$4501,$12501
Channel Partners,Germany, Amarilla , High ,472, $260.00 , $12.00 ," $5,664.00 ", $623.04 ," $5,040.96 "," $1,416.00 "," $3,624.96 ",01-10-2014,10, October ,2014,$10502,$4502,$12502
Channel Partners,Canada, Carretera , High ,1937, $3.00 , $12.00 ," $23,244.00 "," $2,556.84 "," $20,687.16 "," $5,811.00 "," $14,876.16 ",01-02-2014,2, February ,2014,$10503,$4503,$12503
Government,Germany, Carretera , High ,792, $3.00 , $350.00 ," $2,77,200.00 "," $30,492.00 "," $2,46,708.00 "," $2,05,920.00 "," $40,788.00 ",01-03-2014,3, March ,2014,$10504,$4504,$12504
Small Business,Germany, Carretera , High ,2811, $3.00 , $300.00 ," $8,43,300.00 "," $92,763.00 "," $7,50,537.00 "," $7,02,750.00 "," $47,787.00 ",01-07-2014,7, July ,2014,$10505,$4505,$12505
Enterprise,France, Carretera , High ,2441, $3.00 , $125.00 ," $3,05,125.00 "," $33,563.75 "," $2,71,561.25 "," $2,92,920.00 "," $(21,358.75)",01-10-2014,10, October ,2014,$10506,$4506,$12506
Midmarket,Canada, Carretera , High ,1560, $3.00 , $15.00 ," $23,400.00 "," $2,574.00 "," $20,826.00 "," $15,600.00 "," $5,226.00 ",01-11-2013,11, November ,2013,$10507,$4507,$12507
Government,Mexico, Carretera , High ,2706, $3.00 , $7.00 ," $18,942.00 "," $2,083.62 "," $16,858.38 "," $13,530.00 "," $3,328.38 ",01-11-2013,11, November ,2013,$10508,$4508,$12508
Government,Germany, Montana , High ,766, $5.00 , $350.00 ," $2,68,100.00 "," $29,491.00 "," $2,38,609.00 "," $1,99,160.00 "," $39,449.00 ",01-01-2014,1, January ,2014,$10509,$4509,$12509
Government,Germany, Montana , High ,2992, $5.00 , $20.00 ," $59,840.00 "," $6,582.40 "," $53,257.60 "," $29,920.00 "," $23,337.60 ",01-10-2013,10, October ,2013,$10510,$4510,$12510
Midmarket,Mexico, Montana , High ,2157, $5.00 , $15.00 ," $32,355.00 "," $3,559.05 "," $28,795.95 "," $21,570.00 "," $7,225.95 ",01-12-2014,12, December ,2014,$10511,$4511,$12511
Small Business,Canada, Paseo , High ,873, $10.00 , $300.00 ," $2,61,900.00 "," $28,809.00 "," $2,33,091.00 "," $2,18,250.00 "," $14,841.00 ",01-01-2014,1, January ,2014,$10512,$4512,$12512
Government,Mexico, Paseo , High ,1122, $10.00 , $20.00 ," $22,440.00 "," $2,468.40 "," $19,971.60 "," $11,220.00 "," $8,751.60 ",01-03-2014,3, March ,2014,$10513,$4513,$12513
Government,Canada, Paseo , High ,2104.5, $10.00 , $350.00 ," $7,36,575.00 "," $81,023.25 "," $6,55,551.75 "," $5,47,170.00 "," $1,08,381.75 ",01-07-2014,7, July ,2014,$10514,$4514,$12514
Channel Partners,Canada, Paseo , High ,4026, $10.00 , $12.00 ," $48,312.00 "," $5,314.32 "," $42,997.68 "," $12,078.00 "," $30,919.68 ",01-07-2014,7, July ,2014,$10515,$4515,$12515
Channel Partners,France, Paseo , High ,2425.5, $10.00 , $12.00 ," $29,106.00 "," $3,201.66 "," $25,904.34 "," $7,276.50 "," $18,627.84 ",01-07-2014,7, July ,2014,$10516,$4516,$12516
Government,Canada, Paseo , High ,2394, $10.00 , $20.00 ," $47,880.00 "," $5,266.80 "," $42,613.20 "," $23,940.00 "," $18,673.20 ",01-08-2014,8, August ,2014,$10517,$4517,$12517
Midmarket,Mexico, Paseo , High ,1984, $10.00 , $15.00 ," $29,760.00 "," $3,273.60 "," $26,486.40 "," $19,840.00 "," $6,646.40 ",01-08-2014,8, August ,2014,$10518,$4518,$12518
Enterprise,France, Paseo , High ,2441, $10.00 , $125.00 ," $3,05,125.00 "," $33,563.75 "," $2,71,561.25 "," $2,92,920.00 "," $(21,358.75)",01-10-2014,10, October ,2014,$10519,$4519,$12519
Government,Germany, Paseo , High ,2992, $10.00 , $20.00 ," $59,840.00 "," $6,582.40 "," $53,257.60 "," $29,920.00 "," $23,337.60 ",01-10-2013,10, October ,2013,$10520,$4520,$12520
Small Business,Canada, Paseo , High ,1366, $10.00 , $300.00 ," $4,09,800.00 "," $45,078.00 "," $3,64,722.00 "," $3,41,500.00 "," $23,222.00 ",01-11-2014,11, November ,2014,$10521,$4521,$12521
Government,France, Velo , High ,2805, $120.00 , $20.00 ," $56,100.00 "," $6,171.00 "," $49,929.00 "," $28,050.00 "," $21,879.00 ",01-09-2013,9, September ,2013,$10522,$4522,$12522
Midmarket,Mexico, Velo , High ,655, $120.00 , $15.00 ," $9,825.00 "," $1,080.75 "," $8,744.25 "," $6,550.00 "," $2,194.25 ",01-09-2013,9, September ,2013,$10523,$4523,$12523
Government,Mexico, Velo , High ,344, $120.00 , $350.00 ," $1,20,400.00 "," $13,244.00 "," $1,07,156.00 "," $89,440.00 "," $17,716.00 ",01-10-2013,10, October ,2013,$10524,$4524,$12524
Government,Canada, Velo , High ,1808, $120.00 , $7.00 ," $12,656.00 "," $1,392.16 "," $11,263.84 "," $9,040.00 "," $2,223.84 ",01-11-2014,11, November ,2014,$10525,$4525,$12525
Channel Partners,France, VTT , High ,1734, $250.00 , $12.00 ," $20,808.00 "," $2,288.88 "," $18,519.12 "," $5,202.00 "," $13,317.12 ",01-01-2014,1, January ,2014,$10526,$4526,$12526
Enterprise,Mexico, VTT , High ,554, $250.00 , $125.00 ," $69,250.00 "," $7,617.50 "," $61,632.50 "," $66,480.00 "," $(4,847.50)",01-01-2014,1, January ,2014,$10527,$4527,$12527
Government,Canada, VTT , High ,2935, $250.00 , $20.00 ," $58,700.00 "," $6,457.00 "," $52,243.00 "," $29,350.00 "," $22,893.00 ",01-11-2013,11, November ,2013,$10528,$4528,$12528
Enterprise,Germany, Amarilla , High ,3165, $260.00 , $125.00 ," $3,95,625.00 "," $43,518.75 "," $3,52,106.25 "," $3,79,800.00 "," $(27,693.75)",01-01-2014,1, January ,2014,$10529,$4529,$12529
Government,Mexico, Amarilla , High ,2629, $260.00 , $20.00 ," $52,580.00 "," $5,783.80 "," $46,796.20 "," $26,290.00 "," $20,506.20 ",01-01-2014,1, January ,2014,$10530,$4530,$12530
Enterprise,France, Amarilla , High ,1433, $260.00 , $125.00 ," $1,79,125.00 "," $19,703.75 "," $1,59,421.25 "," $1,71,960.00 "," $(12,538.75)",01-05-2014,5, May ,2014,$10531,$4531,$12531
Enterprise,Mexico, Amarilla , High ,947, $260.00 , $125.00 ," $1,18,375.00 "," $13,021.25 "," $1,05,353.75 "," $1,13,640.00 "," $(8,286.25)",01-09-2013,9, September ,2013,$10532,$4532,$12532
Government,Mexico, Amarilla , High ,344, $260.00 , $350.00 ," $1,20,400.00 "," $13,244.00 "," $1,07,156.00 "," $89,440.00 "," $17,716.00 ",01-10-2013,10, October ,2013,$10533,$4533,$12533
Midmarket,Mexico, Amarilla , High ,2157, $260.00 , $15.00 ," $32,355.00 "," $3,559.05 "," $28,795.95 "," $21,570.00 "," $7,225.95 ",01-12-2014,12, December ,2014,$10534,$4534,$12534
Government,United States of America, Paseo , High ,380, $10.00 , $7.00 ," $2,660.00 ", $292.60 ," $2,367.40 "," $1,900.00 ", $467.40 ,01-09-2013,9, September ,2013,$10535,$4535,$12535
Government,Mexico, Carretera , High ,886, $3.00 , $350.00 ," $3,10,100.00 "," $37,212.00 "," $2,72,888.00 "," $2,30,360.00 "," $42,528.00 ",01-06-2014,6, June ,2014,$10536,$4536,$12536
Enterprise,Canada, Carretera , High ,2416, $3.00 , $125.00 ," $3,02,000.00 "," $36,240.00 "," $2,65,760.00 "," $2,89,920.00 "," $(24,160.00)",01-09-2013,9, September ,2013,$10537,$4537,$12537
Enterprise,Mexico, Carretera , High ,2156, $3.00 , $125.00 ," $2,69,500.00 "," $32,340.00 "," $2,37,160.00 "," $2,58,720.00 "," $(21,560.00)",01-10-2014,10, October ,2014,$10538,$4538,$12538
Midmarket,Canada, Carretera , High ,2689, $3.00 , $15.00 ," $40,335.00 "," $4,840.20 "," $35,494.80 "," $26,890.00 "," $8,604.80 ",01-11-2014,11, November ,2014,$10539,$4539,$12539
Midmarket,United States of America, Montana , High ,677, $5.00 , $15.00 ," $10,155.00 "," $1,218.60 "," $8,936.40 "," $6,770.00 "," $2,166.40 ",01-03-2014,3, March ,2014,$10540,$4540,$12540
Small Business,France, Montana , High ,1773, $5.00 , $300.00 ," $5,31,900.00 "," $63,828.00 "," $4,68,072.00 "," $4,43,250.00 "," $24,822.00 ",01-04-2014,4, April ,2014,$10541,$4541,$12541
Government,Mexico, Montana , High ,2420, $5.00 , $7.00 ," $16,940.00 "," $2,032.80 "," $14,907.20 "," $12,100.00 "," $2,807.20 ",01-09-2014,9, September ,2014,$10542,$4542,$12542
Government,Canada, Montana , High ,2734, $5.00 , $7.00 ," $19,138.00 "," $2,296.56 "," $16,841.44 "," $13,670.00 "," $3,171.44 ",01-10-2014,10, October ,2014,$10543,$4543,$12543
Government,Mexico, Montana , High ,1715, $5.00 , $20.00 ," $34,300.00 "," $4,116.00 "," $30,184.00 "," $17,150.00 "," $13,034.00 ",01-10-2013,10, October ,2013,$10544,$4544,$12544
Small Business,France, Montana , High ,1186, $5.00 , $300.00 ," $3,55,800.00 "," $42,696.00 "," $3,13,104.00 "," $2,96,500.00 "," $16,604.00 ",01-12-2013,12, December ,2013,$10545,$4545,$12545
Small Business,United States of America, Paseo , High ,3495, $10.00 , $300.00 ," $10,48,500.00 "," $1,25,820.00 "," $9,22,680.00 "," $8,73,750.00 "," $48,930.00 ",01-01-2014,1, January ,2014,$10546,$4546,$12546
Government,Mexico, Paseo , High ,886, $10.00 , $350.00 ," $3,10,100.00 "," $37,212.00 "," $2,72,888.00 "," $2,30,360.00 "," $42,528.00 ",01-06-2014,6, June ,2014,$10547,$4547,$12547
Enterprise,Mexico, Paseo , High ,2156, $10.00 , $125.00 ," $2,69,500.00 "," $32,340.00 "," $2,37,160.00 "," $2,58,720.00 "," $(21,560.00)",01-10-2014,10, October ,2014,$10548,$4548,$12548
Government,Mexico, Paseo , High ,905, $10.00 , $20.00 ," $18,100.00 "," $2,172.00 "," $15,928.00 "," $9,050.00 "," $6,878.00 ",01-10-2014,10, October ,2014,$10549,$4549,$12549
Government,Mexico, Paseo , High ,1715, $10.00 , $20.00 ," $34,300.00 "," $4,116.00 "," $30,184.00 "," $17,150.00 "," $13,034.00 ",01-10-2013,10, October ,2013,$10550,$4550,$12550
Government,France, Paseo , High ,1594, $10.00 , $350.00 ," $5,57,900.00 "," $66,948.00 "," $4,90,952.00 "," $4,14,440.00 "," $76,512.00 ",01-11-2014,11, November ,2014,$10551,$4551,$12551
Small Business,Germany, Paseo , High ,1359, $10.00 , $300.00 ," $4,07,700.00 "," $48,924.00 "," $3,58,776.00 "," $3,39,750.00 "," $19,026.00 ",01-11-2014,11, November ,2014,$10552,$4552,$12552
Small Business,Mexico, Paseo , High ,2150, $10.00 , $300.00 ," $6,45,000.00 "," $77,400.00 "," $5,67,600.00 "," $5,37,500.00 "," $30,100.00 ",01-11-2014,11, November ,2014,$10553,$4553,$12553
Government,Mexico, Paseo , High ,1197, $10.00 , $350.00 ," $4,18,950.00 "," $50,274.00 "," $3,68,676.00 "," $3,11,220.00 "," $57,456.00 ",01-11-2014,11, November ,2014,$10554,$4554,$12554
Midmarket,Mexico, Paseo , High ,380, $10.00 , $15.00 ," $5,700.00 ", $684.00 ," $5,016.00 "," $3,800.00 "," $1,216.00 ",01-12-2013,12, December ,2013,$10555,$4555,$12555
Government,Mexico, Paseo , High ,1233, $10.00 , $20.00 ," $24,660.00 "," $2,959.20 "," $21,700.80 "," $12,330.00 "," $9,370.80 ",01-12-2014,12, December ,2014,$10556,$4556,$12556
Government,Mexico, Velo , High ,1395, $120.00 , $350.00 ," $4,88,250.00 "," $58,590.00 "," $4,29,660.00 "," $3,62,700.00 "," $66,960.00 ",01-07-2014,7, July ,2014,$10557,$4557,$12557
Government,United States of America, Velo , High ,986, $120.00 , $350.00 ," $3,45,100.00 "," $41,412.00 "," $3,03,688.00 "," $2,56,360.00 "," $47,328.00 ",01-10-2014,10, October ,2014,$10558,$4558,$12558
Government,Mexico, Velo , High ,905, $120.00 , $20.00 ," $18,100.00 "," $2,172.00 "," $15,928.00 "," $9,050.00 "," $6,878.00 ",01-10-2014,10, October ,2014,$10559,$4559,$12559
Channel Partners,Canada, VTT , High ,2109, $250.00 , $12.00 ," $25,308.00 "," $3,036.96 "," $22,271.04 "," $6,327.00 "," $15,944.04 ",01-05-2014,5, May ,2014,$10560,$4560,$12560
Midmarket,France, VTT , High ,3874.5, $250.00 , $15.00 ," $58,117.50 "," $6,974.10 "," $51,143.40 "," $38,745.00 "," $12,398.40 ",01-07-2014,7, July ,2014,$10561,$4561,$12561
Government,Canada, VTT , High ,623, $250.00 , $350.00 ," $2,18,050.00 "," $26,166.00 "," $1,91,884.00 "," $1,61,980.00 "," $29,904.00 ",01-09-2013,9, September ,2013,$10562,$4562,$12562
Government,United States of America, VTT , High ,986, $250.00 , $350.00 ," $3,45,100.00 "," $41,412.00 "," $3,03,688.00 "," $2,56,360.00 "," $47,328.00 ",01-10-2014,10, October ,2014,$10563,$4563,$12563
Enterprise,United States of America, VTT , High ,2387, $250.00 , $125.00 ," $2,98,375.00 "," $35,805.00 "," $2,62,570.00 "," $2,86,440.00 "," $(23,870.00)",01-11-2014,11, November ,2014,$10564,$4564,$12564
Government,Mexico, VTT , High ,1233, $250.00 , $20.00 ," $24,660.00 "," $2,959.20 "," $21,700.80 "," $12,330.00 "," $9,370.80 ",01-12-2014,12, December ,2014,$10565,$4565,$12565
Government,United States of America, Amarilla , High ,270, $260.00 , $350.00 ," $94,500.00 "," $11,340.00 "," $83,160.00 "," $70,200.00 "," $12,960.00 ",01-02-2014,2, February ,2014,$10566,$4566,$12566
Government,France, Amarilla , High ,3421.5, $260.00 , $7.00 ," $23,950.50 "," $2,874.06 "," $21,076.44 "," $17,107.50 "," $3,968.94 ",01-07-2014,7, July ,2014,$10567,$4567,$12567
Government,Canada, Amarilla , High ,2734, $260.00 , $7.00 ," $19,138.00 "," $2,296.56 "," $16,841.44 "," $13,670.00 "," $3,171.44 ",01-10-2014,10, October ,2014,$10568,$4568,$12568
Midmarket,United States of America, Amarilla , High ,2548, $260.00 , $15.00 ," $38,220.00 "," $4,586.40 "," $33,633.60 "," $25,480.00 "," $8,153.60 ",01-11-2013,11, November ,2013,$10569,$4569,$12569
Government,France, Carretera , High ,2521.5, $3.00 , $20.00 ," $50,430.00 "," $6,051.60 "," $44,378.40 "," $25,215.00 "," $19,163.40 ",01-01-2014,1, January ,2014,$10570,$4570,$12570
Channel Partners,Mexico, Montana , High ,2661, $5.00 , $12.00 ," $31,932.00 "," $3,831.84 "," $28,100.16 "," $7,983.00 "," $20,117.16 ",01-05-2014,5, May ,2014,$10571,$4571,$12571
Government,Germany, Paseo , High ,1531, $10.00 , $20.00 ," $30,620.00 "," $3,674.40 "," $26,945.60 "," $15,310.00 "," $11,635.60 ",01-12-2014,12, December ,2014,$10572,$4572,$12572
Government,France, VTT , High ,1491, $250.00 , $7.00 ," $10,437.00 "," $1,252.44 "," $9,184.56 "," $7,455.00 "," $1,729.56 ",01-03-2014,3, March ,2014,$10573,$4573,$12573
Government,Germany, VTT , High ,1531, $250.00 , $20.00 ," $30,620.00 "," $3,674.40 "," $26,945.60 "," $15,310.00 "," $11,635.60 ",01-12-2014,12, December ,2014,$10574,$4574,$12574
Channel Partners,Canada, Amarilla , High ,2761, $260.00 , $12.00 ," $33,132.00 "," $3,975.84 "," $29,156.16 "," $8,283.00 "," $20,873.16 ",01-09-2013,9, September ,2013,$10575,$4575,$12575
Midmarket,United States of America, Carretera , High ,2567, $3.00 , $15.00 ," $38,505.00 "," $5,005.65 "," $33,499.35 "," $25,670.00 "," $7,829.35 ",01-06-2014,6, June ,2014,$10576,$4576,$12576
Midmarket,United States of America, VTT , High ,2567, $250.00 , $15.00 ," $38,505.00 "," $5,005.65 "," $33,499.35 "," $25,670.00 "," $7,829.35 ",01-06-2014,6, June ,2014,$10577,$4577,$12577
Government,Canada, Carretera , High ,923, $3.00 , $350.00 ," $3,23,050.00 "," $41,996.50 "," $2,81,053.50 "," $2,39,980.00 "," $41,073.50 ",01-03-2014,3, March ,2014,$10578,$4578,$12578
Government,France, Carretera , High ,1790, $3.00 , $350.00 ," $6,26,500.00 "," $81,445.00 "," $5,45,055.00 "," $4,65,400.00 "," $79,655.00 ",01-03-2014,3, March ,2014,$10579,$4579,$12579
Government,Germany, Carretera , High ,442, $3.00 , $20.00 ," $8,840.00 "," $1,149.20 "," $7,690.80 "," $4,420.00 "," $3,270.80 ",01-09-2013,9, September ,2013,$10580,$4580,$12580
Government,United States of America, Montana , High ,982.5, $5.00 , $350.00 ," $3,43,875.00 "," $44,703.75 "," $2,99,171.25 "," $2,55,450.00 "," $43,721.25 ",01-01-2014,1, January ,2014,$10581,$4581,$12581
Government,United States of America, Montana , High ,1298, $5.00 , $7.00 ," $9,086.00 "," $1,181.18 "," $7,904.82 "," $6,490.00 "," $1,414.82 ",01-02-2014,2, February ,2014,$10582,$4582,$12582
Channel Partners,Mexico, Montana , High ,604, $5.00 , $12.00 ," $7,248.00 ", $942.24 ," $6,305.76 "," $1,812.00 "," $4,493.76 ",01-06-2014,6, June ,2014,$10583,$4583,$12583
Government,Mexico, Montana , High ,2255, $5.00 , $20.00 ," $45,100.00 "," $5,863.00 "," $39,237.00 "," $22,550.00 "," $16,687.00 ",01-07-2014,7, July ,2014,$10584,$4584,$12584
Government,Canada, Montana , High ,1249, $5.00 , $20.00 ," $24,980.00 "," $3,247.40 "," $21,732.60 "," $12,490.00 "," $9,242.60 ",01-10-2014,10, October ,2014,$10585,$4585,$12585
Government,United States of America, Paseo , High ,1438.5, $10.00 , $7.00 ," $10,069.50 "," $1,309.04 "," $8,760.47 "," $7,192.50 "," $1,567.97 ",01-01-2014,1, January ,2014,$10586,$4586,$12586
Small Business,Germany, Paseo , High ,807, $10.00 , $300.00 ," $2,42,100.00 "," $31,473.00 "," $2,10,627.00 "," $2,01,750.00 "," $8,877.00 ",01-01-2014,1, January ,2014,$10587,$4587,$12587
Government,United States of America, Paseo , High ,2641, $10.00 , $20.00 ," $52,820.00 "," $6,866.60 "," $45,953.40 "," $26,410.00 "," $19,543.40 ",01-02-2014,2, February ,2014,$10588,$4588,$12588
